,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,area,No_of_Bedrooms,No_of_servant_rooms,type,size,studio_apartment
13199,560000,3,1,Condominium (Intermediate),Land area : 1354 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),4,0,Land area ,1354,0
13200,4500000,4,2,Serviced Residence (Corner),"Built-up : 2,195 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,2195,0
13201,310000,1,1,Serviced Residence,Built-up : 695 sq. ft.,Fully Furnished,Cheras,2,0,Built-up ,695,0
13202,1055000,2,2,Serviced Residence (Intermediate),"Built-up : 1,410 sq. ft.",Unfurnished,Desa Pandan,2,0,Built-up ,1410,0
13203,350000,2,1,Apartment (Corner),Built-up : 956 sq. ft.,Fully Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,956,0
13204,265000,1,1,Apartment (Intermediate),Land area : 877 sq. ft.,Unfurnished,Pandan Jaya,3,0,Land area ,877,0
13205,440000,2,1,Condominium (Intermediate),Built-up : 900 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,900,0
13206,535000,2,2,Condominium (Corner),"Built-up : 1,210 sq. ft.",Fully Furnished,Cheras,3,1,Built-up ,1210,0
13207,460000,2,1,Condominium (Intermediate),Built-up : 900 sq. ft.,Fully Furnished,Cheras,2,0,Built-up ,900,0
13208,511600,2,2,Condominium (Intermediate),Built-up : 893 sq. ft.,Unfurnished,Cheras,2,1,Built-up ,893,0
13209,310000,2,1,Apartment (Intermediate),Built-up : 999 sq. ft.,Unfurnished,Jinjang,3,0,Built-up ,999,0
13210,700000,1,1,Serviced Residence,Built-up : 750 sq. ft.,Fully Furnished,Bukit Bintang,1,0,Built-up ,750,0
13211,1250000,4,4,Condominium,Land area : 1930 sq. ft.,Partly Furnished,Bukit Jalil,5,1,Land area ,1930,0
13212,380000,2,1,Apartment (Intermediate),Built-up : 850 sq. ft.,Partly Furnished,Kepong,3,0,Built-up ,850,0
13213,375000,2,1,Apartment (Intermediate),Built-up : 850 sq. ft.,Unfurnished,Kepong,3,0,Built-up ,850,0
13214,520000,2,2,Condominium (Intermediate),"Built-up : 1,003 sq. ft.",Unfurnished,Keramat,3,1,Built-up ,1003,0
13215,470000,2,1,Serviced Residence (Intermediate),Land area : 725 sq. ft.,Partly Furnished,Wangsa Maju,2,0,Land area ,725,0
13216,550000,2,1,Serviced Residence (Intermediate),Built-up : 880 sq. ft.,Partly Furnished,Wangsa Maju,3,0,Built-up ,880,0
13217,397000,2,1,Condominium (Intermediate),Built-up : 943 sq. ft.,Unfurnished,Cheras,3,0,Built-up ,943,0
13218,444000,2,1,Condominium (Intermediate),"Built-up : 1,106 sq. ft.",Unknown,Cheras,3,0,Built-up ,1106,0
13219,430000,2,2,Condominium (Intermediate),Built-up : 926 sq. ft.,Unfurnished,KL City,3,0,Built-up ,926,0
13220,635000,2,2,Condominium (Intermediate),"Built-up : 1,092 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1092,0
13221,697500,2,2,Condominium (Intermediate),"Built-up : 1,236 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1236,0
13222,5400000,4,3,Condominium (Corner),"Built-up : 3,600 sq. ft.",Partly Furnished,Bangsar,3,1,Built-up ,3600,0
13223,8732900,5,4,Condominium (Corner),"Built-up : 5,137 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,5137,0
13224,7700000,5,5,Condominium (Corner),"Built-up : 4,945 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,4945,0
13225,520000,1,1,Serviced Residence (Intermediate),Built-up : 520 sq. ft.,Fully Furnished,Bangsar South,1,0,Built-up ,520,0
13226,3500000,3,2,Serviced Residence (Corner),"Built-up : 1,668 sq. ft.",Partly Furnished,KLCC,2,1,Built-up ,1668,0
13227,2000000,5,3,Condominium (Intermediate),"Built-up : 3,300 sq. ft.",Partly Furnished,Bukit Tunku (Kenny Hills),4,1,Built-up ,3300,0
13228,3600000,3,2,Serviced Residence (Corner),"Built-up : 1,786 sq. ft.",Partly Furnished,KLCC,3,0,Built-up ,1786,0
13229,5487500,4,2,Serviced Residence (Corner),"Built-up : 2,195 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2195,0
13230,2700000,2,2,Serviced Residence,"Built-up : 1,543 sq. ft.",Fully Furnished,City Centre,2,1,Built-up ,1543,0
13231,12443400,6,6,Condominium (Corner),"Built-up : 6,913 sq. ft.",Partly Furnished,Bangsar,5,1,Built-up ,6913,0
13232,2300000,4,2,Condominium,"Built-up : 2,142 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,2142,0
13233,6500000,4,3,Condominium (Corner),"Built-up : 4,025 sq. ft.",Partly Furnished,Bangsar,3,2,Built-up ,4025,0
13234,8300000,6,4,Condominium (Corner),"Built-up : 5,228 sq. ft.",Partly Furnished,Bangsar,4,2,Built-up ,5228,0
13235,500000,2,2,Condominium (Intermediate),"Built-up : 1,065 sq. ft.",Unfurnished,KL City,3,0,Built-up ,1065,0
13236,299000,2,1,Condominium (Intermediate),Built-up : 450 sq. ft.,Unfurnished,Pandan Perdana,3,0,Built-up ,450,0
13237,290000,1,1,Condominium (Intermediate),Built-up : 450 sq. ft.,Partly Furnished,Pandan Perdana,1,0,Built-up ,450,0
13238,435000,2,2,Condominium (Intermediate),Built-up : 926 sq. ft.,Unfurnished,KL City,3,0,Built-up ,926,0
13239,810000,4,1,Condominium (Intermediate),"Built-up : 1,800 sq. ft.",Unfurnished,Setapak,5,1,Built-up ,1800,0
13240,270000,2,1,Apartment,"Built-up : 1,120 sq. ft.",Partly Furnished,Sungai Besi,3,0,Built-up ,1120,0
13241,360000,2,1,Condominium,"Built-up : 1,101 sq. ft.",Partly Furnished,Cheras,3,1,Built-up ,1101,0
13242,260000,2,1,Apartment,Built-up : 830 sq. ft.,Partly Furnished,Taman Desa,3,0,Built-up ,830,0
13243,470000,2,1,Condominium (Intermediate),"Built-up : 1,025 sq. ft.",Unfurnished,Setapak,3,0,Built-up ,1025,0
13244,300000,2,1,Condominium (Intermediate),Built-up : 850 sq. ft.,Unfurnished,Kepong,3,0,Built-up ,850,0
13245,430000,2,1,Condominium (Corner),"Built-up : 1,465 sq. ft.",Partly Furnished,Bukit Jalil,3,1,Built-up ,1465,0
13246,308000,2,1,Apartment (Intermediate),Built-up : 748 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,748,0
13247,1280000,2,2,Condominium (Intermediate),"Built-up : 1,389 sq. ft.",Partly Furnished,Desa ParkCity,2,1,Built-up ,1389,0
13248,800000,3,2,Condominium,"Built-up : 1,262 sq. ft.",Fully Furnished,Segambut,4,0,Built-up ,1262,0
13249,910000,1,1,Apartment,Built-up : 694 sq. ft.,Fully Furnished,Cheras,1,1,Built-up ,694,0
13250,1300000,2,2,Condominium,"Built-up : 1,400 sq. ft.",Fully Furnished,Desa ParkCity,3,0,Built-up ,1400,0
13251,1300000,2,2,Condominium,"Built-up : 1,389 sq. ft.",Fully Furnished,Desa ParkCity,3,0,Built-up ,1389,0
13252,1768000,4,3,Condominium (Corner),"Built-up : 1,777 sq. ft.",Fully Furnished,Desa ParkCity,4,0,Built-up ,1777,0
13253,380000,2,1,Serviced Residence,Built-up : 805 sq. ft.,Partly Furnished,Bandar Menjalara,3,0,Built-up ,805,0
13254,380000,2,1,Apartment (Corner),Built-up : 968 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,968,0
13255,7224000,4,2,Serviced Residence (Corner),"Built-up : 2,408 sq. ft.",Partly Furnished,KL Sentral,2,1,Built-up ,2408,0
13256,1050000,2,2,Serviced Residence (Intermediate),"Built-up : 1,170 sq. ft.",Fully Furnished,Bukit Jalil,3,0,Built-up ,1170,0
13257,2150000,5,3,Semi-detached House,Land area : 4000 sq. ft.,Partly Furnished,Sri Petaling,5,0,Land area ,4000,0
13258,980000,4,2,Condominium,"Built-up : 1,870 sq. ft.",Unfurnished,Taman Desa,3,0,Built-up ,1870,0
13259,1100000,4,2,Condominium,"Built-up : 1,672 sq. ft.",Unfurnished,Cheras,4,0,Built-up ,1672,0
13260,690000,2,1,Condominium (Intermediate),Land area : 1245 sq. ft.,Partly Furnished,Wangsa Maju,3,1,Land area ,1245,0
13261,1300000,5,2,2.5-sty Terrace/Link House,Land area : 2240 sq. ft.,Partly Furnished,Sri Petaling,5,0,Land area ,2240,0
13262,990000,4,2,Condominium (Intermediate),"Built-up : 1,710 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,1710,0
13263,3300000,5,24,Semi-detached House,Land area : 8300 sq. ft.,Partly Furnished,OUG,7,0,Land area ,8300,0
13264,3500000,5,3,Semi-detached House,Land area : 11700 sq. ft.,Partly Furnished,OUG,5,0,Land area ,11700,0
13265,470000,2,2,Serviced Residence,"Built-up : 1,009 sq. ft.",Fully Furnished,Setapak,3,0,Built-up ,1009,0
13266,238000,1,1,Flat,Built-up : 750 sq. ft.,Partly Furnished,Kuchai Lama,3,0,Built-up ,750,0
13267,1480000,2,3,Condominium (Corner),"Built-up : 2,450 sq. ft.",Fully Furnished,Sentul,3,0,Built-up ,2450,0
13268,635000,2,1,Condominium,"Built-up : 1,001 sq. ft.",Partly Furnished,Sentul,3,0,Built-up ,1001,0
13269,690000,3,1,Condominium,"Built-up : 1,345 sq. ft.",Partly Furnished,Sentul,3,1,Built-up ,1345,0
13270,860000,3,2,Condominium (Corner),"Built-up : 1,345 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1345,0
13271,678000,3,2,Condominium,"Built-up : 1,345 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1345,0
13272,630000,2,1,Condominium,"Built-up : 1,079 sq. ft.",Fully Furnished,Sentul,3,0,Built-up ,1079,0
13273,1230000,3,2,Condominium (Corner),"Built-up : 1,757 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1757,0
13274,748000,3,2,Condominium,"Built-up : 1,345 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1345,0
13275,850000,3,3,Condominium (Corner),"Built-up : 1,345 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1345,0
13276,850000,3,2,Condominium (Corner),"Built-up : 1,345 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1345,0
13277,570000,2,1,Serviced Residence (Intermediate),Built-up : 850 sq. ft.,Unfurnished,Wangsa Maju,3,0,Built-up ,850,0
13278,730000,3,2,Condominium,"Built-up : 2,500 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),6,0,Built-up ,2500,0
13279,1280000,4,2,Condominium,"Built-up : 1,782 sq. ft.",Fully Furnished,Jalan Klang Lama (Old Klang Road),4,0,Built-up ,1782,0
13280,690000,2,3,Condominium,"Built-up : 1,212 sq. ft.",Partly Furnished,Bukit Jalil,4,0,Built-up ,1212,0
13281,1560000,4,4,Condominium,"Built-up : 2,638 sq. ft.",Fully Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,2638,0
13282,1180000,4,2,Condominium,"Built-up : 1,605 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1605,0
13283,3350000,7,5,Bungalow,Land area : 7425 sq. ft.,Partly Furnished,OUG,7,0,Land area ,7425,0
13284,4300000,5,6,Bungalow,Land area : 8500 sq. ft.,Partly Furnished,OUG,7,0,Land area ,8500,0
13285,3600000,5,4,Bungalow,Land area : 8000 sq. ft.,Partly Furnished,OUG,6,1,Land area ,8000,0
13286,5400000,7,5,Bungalow,Land area : 10060 sq. ft.,Fully Furnished,OUG,6,1,Land area ,10060,0
13287,430000,2,1,Condominium (Corner),Built-up : 850 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,850,0
13288,498000,2,1,Condominium (Intermediate),"Built-up : 1,250 sq. ft.",Unfurnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1250,0
13289,220000,1,1,Flat (Corner),Built-up : 600 sq. ft.,Partly Furnished,Kepong,3,0,Built-up ,600,0
13290,1750000,4,4,2.5-sty Terrace/Link House,Land area : 1760 sq. ft.,Fully Furnished,Kuchai Lama,5,0,Land area ,1760,0
13291,650000,3,2,Condominium (Corner),"Built-up : 1,690 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1690,0
13292,650000,3,1,Condominium (Intermediate),"Built-up : 1,442 sq. ft.",Fully Furnished,Dutamas,3,1,Built-up ,1442,0
13293,446000,2,1,Condominium (Intermediate),Built-up : 850 sq. ft.,Partly Furnished,Dutamas,3,0,Built-up ,850,0
13294,480000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13295,365000,2,1,Apartment (Intermediate),"Built-up : 1,007 sq. ft.",Partly Furnished,Segambut,3,0,Built-up ,1007,0
13296,1090000,4,2,Condominium (Intermediate),"Built-up : 1,996 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1996,0
13297,450000,2,1,Condominium (Intermediate),"Built-up : 1,326 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1326,0
13298,470000,2,1,Condominium (Corner),"Built-up : 1,326 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1326,0
13299,484000,2,1,Condominium (Intermediate),"Built-up : 1,326 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1326,0
13300,580000,2,2,Condominium (Intermediate),"Built-up : 1,381 sq. ft.",Partly Furnished,Segambut,3,1,Built-up ,1381,0
13301,636000,2,1,Condominium (Intermediate),"Built-up : 1,381 sq. ft.",Fully Furnished,Segambut,3,1,Built-up ,1381,0
13302,489000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1100,0
13303,900000,4,3,Condominium,"Built-up : 1,890 sq. ft.",Fully Furnished,Dutamas,4,1,Built-up ,1890,0
13304,850000,3,4,Condominium,"Built-up : 1,780 sq. ft.",Fully Furnished,Dutamas,3,2,Built-up ,1780,0
13305,668000,3,3,Condominium (Corner),"Built-up : 1,345 sq. ft.",Partly Furnished,Sentul,3,0,Built-up ,1345,0
13306,580000,2,1,Condominium (Intermediate),"Built-up : 1,163 sq. ft.",Partly Furnished,Sentul,3,0,Built-up ,1163,0
13307,700000,2,1,Condominium (Corner),"Built-up : 1,290 sq. ft.",Fully Furnished,Mont Kiara,3,0,Built-up ,1290,0
13308,630000,3,3,Condominium (Corner),"Built-up : 1,421 sq. ft.",Unfurnished,Sentul,3,1,Built-up ,1421,0
13309,750000,3,2,Condominium (Intermediate),"Built-up : 1,356 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1356,0
13310,658000,3,2,Condominium (Corner),"Built-up : 1,690 sq. ft.",Fully Furnished,Dutamas,3,1,Built-up ,1690,0
13311,719000,3,2,Condominium (Corner),"Built-up : 1,577 sq. ft.",Partly Furnished,Segambut,3,1,Built-up ,1577,0
13312,620000,2,2,Condominium (Intermediate),"Built-up : 1,442 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1442,0
13313,3380000,5,4,Semi-detached House (Corner),Land area : 4843 sq. ft.,Partly Furnished,Segambut,5,1,Land area ,4843,0
13314,620000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13315,1100000,3,2,Condominium (Corner),"Built-up : 1,535 sq. ft.",Fully Furnished,Sentul,3,1,Built-up ,1535,0
13316,1800,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13317,580000,2,2,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13318,598000,2,2,Condominium (Intermediate),Built-up : 958 sq. ft.,Partly Furnished,Sri Hartamas,2,1,Built-up ,958,0
13319,545000,2,1,Condominium (Intermediate),"Built-up : 1,202 sq. ft.",Fully Furnished,Segambut,3,0,Built-up ,1202,0
13320,1800000,5,3,Condominium (Corner),"Built-up : 3,900 sq. ft.",Fully Furnished,Mont Kiara,4,1,Built-up ,3900,0
13321,580000,3,1,Condominium (Intermediate),"Built-up : 1,442 sq. ft.",Fully Furnished,Dutamas,3,1,Built-up ,1442,0
13322,500000,2,1,Condominium (Intermediate),"Built-up : 1,326 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1326,0
13323,508000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13324,3500000,6,4,Semi-detached House (Intermediate),Land area : 4941 sq. ft.,Partly Furnished,Sri Hartamas,5,1,Land area ,4941,0
13325,780000,2,2,Condominium (Intermediate),"Built-up : 1,378 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1378,0
13326,618000,5,2,Condominium (Corner),"Built-up : 1,615 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1615,0
13327,590000,4,2,Condominium (Intermediate),"Built-up : 1,442 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1442,0
13328,670000,3,2,Condominium (Corner),"Built-up : 1,625 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1625,0
13329,650000,2,2,Condominium (Intermediate),"Built-up : 1,389 sq. ft.",Fully Furnished,Jalan Kuching,3,0,Built-up ,1389,0
13330,1100000,4,2,Condominium (Corner),"Built-up : 1,520 sq. ft.",Fully Furnished,Dutamas,3,1,Built-up ,1520,0
13331,600000,2,2,Condominium (Corner),"Built-up : 1,290 sq. ft.",Partly Furnished,Mont Kiara,3,0,Built-up ,1290,0
13332,600000,2,1,Condominium (Corner),"Built-up : 1,450 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1450,0
13333,480000,1,1,Serviced Residence (Intermediate),Built-up : 563 sq. ft.,Fully Furnished,Jalan Kuching,0,0,Built-up ,563,1
13334,1300000,4,3,Condominium (Corner),"Built-up : 1,799 sq. ft.",Fully Furnished,Dutamas,3,1,Built-up ,1799,0
13335,609000,2,2,Condominium (Intermediate),"Built-up : 1,507 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1507,0
13336,530000,2,2,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13337,900000,3,2,Condominium (Corner),"Built-up : 1,890 sq. ft.",Partly Furnished,Dutamas,4,0,Built-up ,1890,0
13338,540000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13339,990000,4,2,Condominium (Intermediate),"Built-up : 1,851 sq. ft.",Partly Furnished,Dutamas,4,1,Built-up ,1851,0
13340,630000,2,1,Condominium (Intermediate),"Built-up : 1,321 sq. ft.",Fully Furnished,Segambut,3,1,Built-up ,1321,0
13341,820000,5,2,Condominium (Corner),"Built-up : 2,890 sq. ft.",Partly Furnished,Dutamas,4,1,Built-up ,2890,0
13342,530000,3,1,Condominium (Intermediate),"Built-up : 1,432 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1432,0
13343,515000,3,2,Condominium (Intermediate),"Built-up : 1,432 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1432,0
13344,568000,2,1,Condominium (Corner),"Built-up : 1,205 sq. ft.",Partly Furnished,Segambut,3,0,Built-up ,1205,0
13345,599000,2,2,Condominium (Intermediate),"Built-up : 1,442 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1442,0
13346,868000,4,2,Condominium (Corner),"Built-up : 2,998 sq. ft.",Fully Furnished,Dutamas,4,1,Built-up ,2998,0
13347,2700000,5,4,3-sty Terrace/Link House,Land area : 1870 sq. ft.,Partly Furnished,Kuchai Lama,5,0,Land area ,1870,0
13348,628000,3,1,Condominium (Corner),"Built-up : 1,614 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1614,0
13349,649000,1,2,Condominium (Corner),"Built-up : 1,577 sq. ft.",Partly Furnished,Segambut,3,0,Built-up ,1577,0
13350,720000,3,2,Condominium,"Built-up : 1,893 sq. ft.",Partly Furnished,Segambut,4,0,Built-up ,1893,0
13351,480000,2,1,Condominium (Intermediate),Built-up : 800 sq. ft.,Fully Furnished,Dutamas,3,0,Built-up ,800,0
13352,448000,2,1,Condominium (Intermediate),"Built-up : 1,325 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1325,0
13353,620000,2,4,Condominium (Corner),"Built-up : 1,100 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1100,0
13354,690000,2,2,Condominium (Corner),"Built-up : 1,706 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1706,0
13355,600000,3,1,Condominium (Intermediate),"Built-up : 1,507 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1507,0
13356,580000,2,2,Condominium,"Built-up : 1,381 sq. ft.",Partly Furnished,Segambut,3,0,Built-up ,1381,0
13357,1180000,4,3,Condominium (Corner),"Built-up : 1,799 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1799,0
13358,590000,3,1,Condominium (Intermediate),"Built-up : 1,507 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1507,0
13359,500000,3,1,Condominium (Intermediate),"Built-up : 1,432 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1432,0
13360,650000,3,1,Condominium (Corner),"Built-up : 1,561 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1561,0
13361,850000,2,1,Serviced Residence (Corner),"Built-up : 1,206 sq. ft.",Fully Furnished,Sri Hartamas,3,0,Built-up ,1206,0
13362,688000,3,2,Condominium (Corner),"Built-up : 1,432 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,1432,0
13363,540000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Unfurnished,Dutamas,3,0,Built-up ,1100,0
13364,680000,3,2,Condominium (Corner),"Built-up : 1,625 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1625,0
13365,550000,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13366,599000,2,1,Condominium (Intermediate),"Built-up : 1,326 sq. ft.",Fully Furnished,Dutamas,3,0,Built-up ,1326,0
13367,1000000,5,3,Condominium (Corner),"Built-up : 2,111 sq. ft.",Fully Furnished,Dutamas,3,1,Built-up ,2111,0
13368,1100000,2,2,2-sty Terrace/Link House,Land area : 1650 sq. ft.,Partly Furnished,OUG,5,0,Land area ,1650,0
13369,2000000,4,2,Condominium,"Built-up : 1,830 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,1830,0
13370,870000,3,2,2-sty Terrace/Link House,Land area : 1650 sq. ft.,Fully Furnished,Kuchai Lama,4,0,Land area ,1650,0
13371,320000,2,2,Townhouse,"Built-up : 1,221 sq. ft.",Partly Furnished,Cheras,3,0,Built-up ,1221,0
13372,460000,2,2,Condominium,"Built-up : 1,267 sq. ft.",Partly Furnished,Wangsa Maju,3,0,Built-up ,1267,0
13373,415000,2,3,Condominium,Built-up : 800 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,800,0
13374,1100000,3,3,2-sty Terrace/Link House,Land area : 1892 sq. ft.,Partly Furnished,Kuchai Lama,5,0,Land area ,1892,0
13375,650000,2,2,1.5-sty Terrace/Link House,Land area : 1540 sq. ft.,Partly Furnished,Kuchai Lama,4,0,Land area ,1540,0
13376,375000,2,1,Serviced Residence (Intermediate),Built-up : 722 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),2,0,Built-up ,722,0
13377,410000,2,2,Condominium (Corner),"Built-up : 1,287 sq. ft.",Unfurnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1287,0
13378,650000,4,2,Condominium,"Built-up : 1,483 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),4,0,Built-up ,1483,0
13379,670000,3,2,Condominium,"Built-up : 1,440 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),4,0,Built-up ,1440,0
13380,2572800,5,2,Condominium (Corner),"Built-up : 2,144 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2144,0
13381,2200000,6,3,Condominium,"Built-up : 4,100 sq. ft.",Partly Furnished,Mont Kiara,5,1,Built-up ,4100,0
13382,530000,1,1,Condominium,Built-up : 753 sq. ft.,Partly Furnished,Setapak,1,0,Built-up ,753,0
13383,550000,2,4,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1100,0
13384,1211560,5,2,Condominium (Corner),"Built-up : 2,431 sq. ft.",Partly Furnished,Dutamas,3,1,Built-up ,2431,0
13385,448000,2,1,Condominium (EndLot),"Built-up : 1,200 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1200,0
13386,1410000,5,2,Condominium (Corner),"Built-up : 2,411 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2411,0
13387,335000,2,1,Serviced Residence,Built-up : 980 sq. ft.,Partly Furnished,Bandar Menjalara,3,0,Built-up ,980,0
13388,375000,1,1,Serviced Residence (Intermediate),Built-up : 430 sq. ft.,Unfurnished,Ampang,2,0,Built-up ,430,0
13389,286000,1,1,Serviced Residence (SOHO),Built-up : 250 sq. ft.,Fully Furnished,Brickfields,0,0,Built-up ,250,1
